Winner,Score,Rounds,Score Threshold,Dice Threshold,Consider Score,Consider Dice,Smart
Player 460,10000,8,,,,,
Player 463,10400,17,,,,,
Player 468,10450,15,,,,,
Player 473,10900,16,,,,,
Player 480,10500,19,,,,,
Player 481,11200,13,,,,,
Player 490,10050,18,,,,,
Player 492,11050,17,,,,,
Player 500,12850,17,,,,,
Player 503,11500,21,,,,,
Player 510,10850,7,,,,,
Player 511,10150,22,,,,,
Player 517,11100,12,,,,,
Player 525,10150,14,,,,,
Player 530,10250,17,,,,,
Player 534,12050,24,,,,,
Player 539,10000,19,,,,,
Player 544,10400,16,,,,,
Player 550,11800,15,,,,,
Player 554,10300,10,,,,,
Player 558,10200,16,,,,,
Player 565,12000,14,,,,,
Player 570,10200,16,,,,,
Player 572,10450,21,,,,,
Player 577,10200,16,,,,,
Player 581,10100,16,,,,,
Player 587,10750,11,,,,,
Player 595,10200,21,,,,,
Player 600,10950,16,,,,,
Player 604,11450,14,,,,,
Player 606,10200,13,,,,,
Player 615,10150,22,,,,,
Player 618,11150,23,,,,,
Player 625,10050,21,,,,,
Player 628,10950,16,,,,,
Player 633,10950,15,,,,,
Player 639,10500,9,,,,,
Player 642,11550,15,,,,,
Player 650,10200,13,,,,,
Player 655,10450,13,,,,,
Player 658,10000,13,,,,,
Player 662,10100,22,,,,,
Player 668,10050,16,,,,,
Player 673,10350,9,,,,,
Player 679,10350,14,,,,,
Player 683,11650,15,,,,,
Player 690,10600,21,,,,,
Player 695,10600,15,,,,,
Player 699,10800,16,,,,,
Player 703,11250,15,,,,,
Player 710,11100,10,,,,,
Player 714,10100,17,,,,,
Player 717,10500,18,,,,,
Player 724,10650,17,,,,,
Player 727,10050,20,,,,,
Player 734,10850,15,,,,,
Player 740,10400,18,,,,,
Player 741,10700,15,,,,,
Player 746,10300,15,,,,,
Player 751,12850,14,,,,,
Player 759,10000,16,,,,,
Player 762,10050,18,,,,,
Player 770,10300,17,,,,,
Player 771,10250,18,,,,,
Player 778,11950,26,,,,,
Player 784,10000,12,,,,,
Player 786,10200,20,,,,,
Player 791,10250,21,,,,,
Player 799,10450,17,,,,,
Player 4,10200,20,,,,,
Player 8,11400,19,,,,,
Player 11,10300,16,,,,,
Player 19,10350,10,,,,,
Player 21,10400,18,,,,,
Player 28,10100,12,,,,,
Player 33,10400,11,,,,,
Player 37,13450,23,,,,,
Player 42,11350,15,,,,,
Player 50,10700,23,,,,,
Player 52,10250,16,,,,,
Player 58,10650,17,,,,,
Player 64,10300,19,,,,,
Player 67,10350,16,,,,,
Player 73,10000,16,,,,,
Player 77,10300,15,,,,,
Player 81,10500,20,,,,,
Player 87,10500,18,,,,,
Player 95,10050,17,,,,,
Player 99,13050,24,,,,,
Player 102,10200,18,,,,,
Player 109,10850,10,,,,,
Player 112,10500,12,,,,,
Player 118,10650,21,,,,,
Player 121,10200,16,,,,,
Player 126,10000,17,,,,,
Player 132,11900,14,,,,,
Player 137,10350,15,,,,,
Player 145,10000,16,,,,,
Player 149,10900,16,,,,,
Player 155,10250,15,,,,,
Player 160,10000,16,,,,,
Player 163,10400,19,,,,,
Player 170,10150,15,,,,,
Player 174,10800,20,,,,,
Player 176,11600,19,,,,,
Player 181,10150,20,,,,,
Player 186,10100,21,,,,,
Player 195,10100,14,,,,,
Player 197,10050,12,,,,,
Player 203,10450,18,,,,,
Player 210,13100,21,,,,,
Player 212,10200,11,,,,,
Player 220,10000,12,,,,,
Player 223,10650,13,,,,,
Player 230,10200,18,,,,,
Player 234,10000,22,,,,,
Player 240,10200,19,,,,,
Player 242,11550,17,,,,,
Player 247,10050,21,,,,,
Player 252,11350,15,,,,,
Player 260,10200,20,,,,,
Player 263,12150,20,,,,,
Player 270,10500,14,,,,,
Player 275,10800,15,,,,,
Player 280,11000,13,,,,,
Player 281,10650,21,,,,,
Player 287,10450,15,,,,,
Player 294,10850,16,,,,,
Player 299,12800,20,,,,,
Player 301,11350,16,,,,,
Player 306,10150,14,,,,,
Player 312,10050,14,,,,,
Player 316,10450,15,,,,,
Player 324,11450,20,,,,,
Player 330,10300,15,,,,,
Player 332,10000,17,,,,,
Player 339,10850,9,,,,,
Player 344,10450,16,,,,,
Player 350,12150,16,,,,,
Player 352,11200,14,,,,,
Player 357,10600,15,,,,,
Player 364,10200,17,,,,,
Player 368,10250,16,,,,,
Player 374,11550,27,,,,,
Player 376,10400,23,,,,,
Player 385,11600,20,,,,,
Player 386,10650,14,,,,,
Player 391,11100,12,,,,,
Player 396,12050,17,,,,,
Player 401,10750,22,,,,,
Player 408,10300,21,,,,,
Player 414,10400,22,,,,,
Player 420,10400,21,,,,,
Player 421,12600,18,,,,,
Player 427,11550,14,,,,,
Player 433,10550,15,,,,,
Player 439,12650,8,,,,,
Player 441,10450,22,,,,,
Player 447,11000,15,,,,,
Player 452,10200,17,,,,,
Player 459,11050,19,,,,,
Player 465,10550,16,,,,,
Player 468,11800,15,,,,,
Player 474,11250,19,,,,,
Player 479,11000,19,,,,,
Player 481,11550,22,,,,,
Player 487,10300,9,,,,,
Player 495,10400,9,,,,,
Player 500,10000,19,,,,,
Player 505,10700,15,,,,,
Player 507,11300,15,,,,,
Player 515,10450,18,,,,,
Player 518,10100,13,,,,,
Player 524,11600,18,,,,,
Player 530,11100,24,,,,,
Player 532,10950,10,,,,,
Player 540,10000,14,,,,,
Player 545,11150,10,,,,,
Player 550,10800,19,,,,,
Player 553,10500,20,,,,,
Player 557,11100,14,,,,,
Player 565,10100,18,,,,,
Player 569,10200,17,,,,,
Player 572,10500,15,,,,,
Player 577,12200,15,,,,,
Player 584,10000,19,,,,,
Player 589,10050,14,,,,,
Player 593,10750,11,,,,,
Player 596,10600,17,,,,,
Player 605,11400,19,,,,,
Player 609,10050,15,,,,,
Player 615,10200,11,,,,,
Player 619,11100,26,,,,,
Player 624,11000,20,,,,,
Player 628,10150,21,,,,,
Player 631,10300,17,,,,,
Player 639,10050,15,,,,,
Player 642,10100,13,,,,,
Player 647,10700,15,,,,,
Player 652,11700,23,,,,,
Player 656,10150,15,,,,,
Player 661,10500,16,,,,,
Player 666,10450,16,,,,,
Player 675,10200,10,,,,,
Player 679,10350,13,,,,,
Player 683,10650,14,,,,,
Player 689,10000,19,,,,,
Player 691,10000,19,,,,,
Player 700,10900,17,,,,,
Player 702,10100,14,,,,,
Player 710,10500,23,,,,,
Player 714,10550,16,,,,,
Player 717,11000,19,,,,,
Player 722,11100,13,,,,,
Player 730,10550,10,,,,,
Player 732,10550,17,,,,,
Player 736,10800,19,,,,,
Player 745,10250,21,,,,,
Player 746,10750,16,,,,,
Player 751,10650,17,,,,,
Player 760,11450,16,,,,,
Player 761,10450,15,,,,,
Player 767,10250,23,,,,,
Player 773,10500,25,,,,,
Player 780,11100,13,,,,,
Player 781,10550,15,,,,,
Player 786,11150,18,,,,,
Player 794,10150,18,,,,,
Player 798,15050,15,,,,,
Player 4,10000,11,,,,,
Player 9,11600,22,,,,,
Player 13,10550,14,,,,,
Player 18,11450,15,,,,,
Player 22,10150,12,,,,,
Player 28,10400,18,,,,,
Player 31,12100,15,,,,,
Player 38,10150,17,,,,,
Player 42,11600,10,,,,,
Player 47,10100,17,,,,,
Player 54,10100,13,,,,,
Player 59,10550,20,,,,,
Player 61,10000,16,,,,,
Player 70,12100,16,,,,,
Player 72,11500,15,,,,,
Player 78,10150,10,,,,,
Player 83,12150,22,,,,,
Player 87,11250,19,,,,,
Player 94,11650,18,,,,,
Player 99,11050,20,,,,,
Player 105,10700,15,,,,,
Player 106,11550,10,,,,,
Player 115,10050,18,,,,,
Player 118,11250,18,,,,,
Player 122,11100,17,,,,,
Player 130,10400,18,,,,,
Player 135,10500,11,,,,,
Player 139,10750,15,,,,,
Player 143,10200,18,,,,,
Player 148,10850,16,,,,,
Player 155,10050,17,,,,,
Player 160,10450,15,,,,,
Player 163,10800,22,,,,,
Player 169,10050,15,,,,,
Player 171,10150,21,,,,,
Player 180,10950,21,,,,,
Player 183,10850,11,,,,,
Player 186,14400,21,,,,,
Player 193,10150,15,,,,,
Player 198,10100,7,,,,,
Player 205,10500,9,,,,,
Player 208,10700,16,,,,,
Player 211,13500,8,,,,,
Player 218,10050,20,,,,,
Player 222,10750,9,,,,,
Player 227,10450,18,,,,,
Player 235,11050,22,,,,,
Player 239,10300,19,,,,,
Player 242,11800,18,,,,,
Player 246,10550,13,,,,,
Player 255,10250,16,,,,,
Player 256,10400,16,,,,,
Player 262,10400,15,,,,,
Player 268,10450,17,,,,,
Player 275,10000,19,,,,,
Player 279,10950,11,,,,,
Player 284,10000,8,,,,,
Player 288,10000,14,,,,,
Player 291,11550,12,,,,,
Player 297,11350,17,,,,,
Player 305,10100,21,,,,,
Player 310,10400,18,,,,,
Player 314,10750,9,,,,,
Player 318,10200,16,,,,,
Player 322,10150,14,,,,,
Player 327,10450,16,,,,,
Player 335,10050,13,,,,,
Player 336,10100,17,,,,,
Player 341,10000,18,,,,,
Player 348,11550,14,,,,,
Player 352,10100,17,,,,,
Player 358,10700,19,,,,,
Player 363,10750,20,,,,,
Player 366,10700,22,,,,,
Player 373,10750,13,,,,,
Player 378,10100,20,,,,,
Player 383,10750,21,,,,,
Player 390,10950,19,,,,,
Player 393,10500,19,,,,,
Player 400,10300,17,,,,,
Player 402,10000,20,,,,,
Player 409,10550,22,,,,,
Player 414,10300,23,,,,,
Player 417,10100,18,,,,,
Player 425,10400,18,,,,,
Player 427,10500,15,,,,,
Player 435,10050,16,,,,,
Player 437,11750,16,,,,,
Player 442,10250,16,,,,,
Player 449,10250,15,,,,,
Player 455,11050,17,,,,,
Player 456,10600,12,,,,,
Player 465,11400,15,,,,,
Player 467,11450,16,,,,,
Player 471,10400,15,,,,,
Player 479,13100,17,,,,,
Player 482,11500,16,,,,,
Player 487,10400,15,,,,,
Player 495,10200,21,,,,,
Player 500,10600,17,,,,,
Player 502,10350,18,,,,,
Player 509,10800,18,,,,,
Player 512,13000,23,,,,,
Player 520,10100,16,,,,,
Player 525,11450,19,,,,,
Player 528,11250,16,,,,,
Player 534,10250,16,,,,,
Player 539,10150,8,,,,,
Player 542,10100,19,,,,,
Player 546,10100,21,,,,,
Player 552,10150,15,,,,,
Player 559,11150,14,,,,,
Player 561,10350,12,,,,,
Player 568,11050,13,,,,,
Player 572,10150,16,,,,,
Player 576,11750,20,,,,,
Player 584,10150,23,,,,,
Player 587,11200,21,,,,,
Player 594,10000,13,,,,,
Player 600,11300,18,,,,,
Player 601,10000,16,,,,,
Player 609,10100,19,,,,,
Player 611,10150,17,,,,,
Player 616,10350,24,,,,,
Player 625,10050,14,,,,,
Player 627,10100,14,,,,,
Player 634,10650,21,,,,,
Player 636,10250,11,,,,,
Player 642,10150,19,,,,,
Player 650,10050,14,,,,,
Player 653,10750,20,,,,,
Player 660,10750,12,,,,,
Player 663,10300,13,,,,,
Player 667,11050,18,,,,,
Player 675,10300,19,,,,,
Player 679,11050,17,,,,,
Player 683,10100,14,,,,,
Player 686,10150,18,,,,,
Player 693,10050,24,,,,,
Player 696,10950,13,,,,,
Player 702,10200,19,,,,,
Player 710,10100,17,,,,,
Player 713,10950,14,,,,,
Player 719,11050,21,,,,,
Player 725,11050,14,,,,,
Player 729,10300,10,,,,,
Player 732,11450,19,,,,,
Player 740,10100,14,,,,,
Player 744,10550,20,,,,,
Player 748,10800,11,,,,,
Player 753,11200,16,,,,,
Player 760,10700,16,,,,,
Player 763,10850,15,,,,,
Player 770,10900,13,,,,,
Player 774,10100,16,,,,,
Player 779,10050,20,,,,,
Player 783,10450,17,,,,,
Player 787,10250,17,,,,,
Player 794,10500,16,,,,,
Player 799,11150,20,,,,,
Player 3,11300,8,,,,,
Player 8,10950,18,,,,,
Player 13,10050,14,,,,,
Player 18,10350,13,,,,,
Player 25,11650,22,,,,,
Player 28,10550,15,,,,,
Player 32,10450,20,,,,,
Player 37,11500,11,,,,,
Player 43,12600,14,,,,,
Player 49,10050,10,,,,,
Player 55,10700,14,,,,,
Player 56,12250,16,,,,,
Player 62,10400,17,,,,,
Player 69,10250,16,,,,,
Player 73,10100,16,,,,,
Player 79,10900,17,,,,,
Player 84,11000,18,,,,,
Player 90,10700,7,,,,,
Player 93,10200,10,,,,,
Player 99,10250,15,,,,,
Player 105,10050,19,,,,,
Player 109,11400,9,,,,,
Player 115,10050,18,,,,,
Player 119,10250,18,,,,,
Player 121,10450,21,,,,,
Player 126,10350,15,,,,,
Player 132,10350,18,,,,,
Player 137,10650,24,,,,,
Player 141,10950,16,,,,,
Player 148,10600,20,,,,,
Player 153,10500,15,,,,,
Player 156,10350,18,,,,,
Player 161,10600,8,,,,,
Player 169,10000,15,,,,,
Player 173,10800,20,,,,,
Player 177,10200,21,,,,,
Player 181,10000,19,,,,,
Player 190,10700,16,,,,,
Player 195,10350,17,,,,,
Player 197,11550,15,,,,,
Player 205,11200,21,,,,,
Player 210,11250,20,,,,,
Player 212,10050,20,,,,,
Player 216,10600,13,,,,,
Player 224,10100,19,,,,,
Player 228,10000,15,,,,,
Player 231,11200,21,,,,,
Player 236,10850,18,,,,,
Player 244,10100,15,,,,,
Player 250,12800,18,,,,,
Player 251,10850,15,,,,,
Player 260,10250,17,,,,,
Player 261,10250,15,,,,,
Player 268,10100,13,,,,,
Player 273,10000,21,,,,,
Player 278,10950,15,,,,,
Player 283,11500,20,,,,,
Player 290,10350,18,,,,,
Player 295,10000,24,,,,,
Player 300,10100,14,,,,,
Player 302,10950,20,,,,,
Player 309,10300,17,,,,,
Player 311,10150,16,,,,,
Player 316,10000,20,,,,,
Player 324,10200,19,,,,,
Player 330,10750,14,,,,,
Player 331,12050,23,,,,,
Player 340,11600,13,,,,,
Player 344,10300,11,,,,,
Player 349,10750,15,,,,,
Player 355,10700,22,,,,,
Player 356,10650,9,,,,,
Player 363,10850,13,,,,,
Player 369,10450,19,,,,,
Player 375,10000,17,,,,,
Player 378,10250,18,,,,,
Player 381,10500,18,,,,,
Player 386,10450,16,,,,,
Player 392,11850,16,,,,,
Player 397,10850,18,,,,,
Player 404,10350,15,,,,,
Player 406,10000,15,,,,,
Player 415,10000,12,,,,,
Player 416,10450,26,,,,,
Player 424,10050,15,,,,,
Player 426,10200,16,,,,,
Player 431,10000,19,,,,,
Player 439,10150,23,,,,,
Player 443,10350,20,,,,,
Player 446,11700,13,,,,,
Player 453,10150,15,,,,,
Player 459,10100,14,,,,,
Player 462,11950,17,,,,,
Player 470,10150,15,,,,,
Player 474,10650,19,,,,,
Player 477,12200,20,,,,,
Player 484,10300,16,,,,,
Player 489,10450,19,,,,,
Player 491,10100,21,,,,,
Player 499,10850,20,,,,,
Player 504,10350,23,,,,,
Player 510,10150,13,,,,,
Player 514,12150,16,,,,,
Player 516,10700,8,,,,,
Player 521,10650,13,,,,,
Player 527,10700,29,,,,,
Player 532,10250,15,,,,,
Player 540,10050,16,,,,,
Player 545,10350,17,,,,,
Player 547,10100,16,,,,,
Player 551,10900,12,,,,,
Player 556,11650,22,,,,,
Player 564,11800,14,,,,,
Player 569,10400,18,,,,,
Player 574,11500,19,,,,,
Player 580,11750,16,,,,,
Player 582,11450,21,,,,,
Player 586,10650,18,,,,,
Player 592,11700,20,,,,,
Player 596,11700,22,,,,,
Player 602,10700,20,,,,,
Player 609,11100,20,,,,,
Player 614,10100,16,,,,,
Player 617,11050,18,,,,,
Player 621,11300,21,,,,,
Player 628,12450,21,,,,,
Player 631,11150,21,,,,,
Player 640,10100,10,,,,,
Player 644,10300,20,,,,,
Player 650,10200,11,,,,,
Player 652,12100,16,,,,,
Player 656,10050,24,,,,,
Player 662,11550,19,,,,,
Player 668,10600,13,,,,,
Player 671,10100,20,,,,,
Player 678,10600,9,,,,,
Player 681,11950,19,,,,,
Player 690,10550,10,,,,,
Player 691,11650,16,,,,,
Player 697,10400,22,,,,,
Player 703,12350,25,,,,,
Player 707,11950,21,,,,,
Player 711,10150,18,,,,,
Player 719,10800,18,,,,,
Player 721,10400,17,,,,,
Player 726,10100,16,,,,,
Player 731,10350,20,,,,,
Player 740,11300,26,,,,,
Player 743,10400,14,,,,,
Player 746,10250,19,,,,,
Player 752,10350,18,,,,,
Player 759,10250,21,,,,,
Player 763,10250,17,,,,,
Player 766,10700,12,,,,,
Player 774,10700,18,,,,,
Player 779,10500,19,,,,,
Player 784,11700,19,,,,,
Player 789,10350,19,,,,,
Player 793,10300,14,,,,,
Player 798,10700,28,,,,,
Player 2,10300,21,,,,,
Player 7,10750,19,,,,,
Player 11,10350,21,,,,,
Player 20,10200,23,,,,,
Player 23,11650,15,,,,,
Player 29,10150,18,,,,,
Player 35,11700,19,,,,,
Player 37,10300,20,,,,,
Player 44,10850,15,,,,,
Player 46,10200,17,,,,,
Player 54,10100,21,,,,,
Player 56,10300,17,,,,,
Player 61,10200,21,,,,,
Player 68,10300,18,,,,,
Player 73,10200,16,,,,,
Player 77,11000,21,,,,,
Player 85,12100,19,,,,,
Player 90,10150,10,,,,,
Player 93,10850,22,,,,,
Player 97,10050,19,,,,,
Player 105,12750,22,,,,,
Player 106,10200,16,,,,,
Player 112,11600,17,,,,,
Player 117,10950,15,,,,,
Player 121,11800,18,,,,,
Player 127,10350,19,,,,,
Player 134,10450,19,,,,,
Player 137,10400,14,,,,,
Player 141,10100,19,,,,,
Player 148,12050,19,,,,,
Player 153,10000,10,,,,,
Player 159,12650,16,,,,,
Player 162,11200,16,,,,,
Player 170,10450,27,,,,,
Player 173,10600,16,,,,,
Player 176,10000,15,,,,,
Player 183,10100,11,,,,,
Player 187,10100,17,,,,,
Player 193,11100,23,,,,,
Player 199,11200,19,,,,,
Player 204,11350,20,,,,,
Player 207,10900,17,,,,,
Player 211,11050,17,,,,,
Player 220,10550,10,,,,,
Player 222,11250,16,,,,,
Player 228,11100,20,,,,,
Player 233,10900,23,,,,,
Player 240,10850,15,,,,,
Player 244,10100,13,,,,,
Player 246,10100,12,,,,,
Player 254,10100,20,,,,,
Player 258,10100,15,,,,,
Player 261,10800,19,,,,,
Player 270,10400,17,,,,,
Player 271,10250,16,,,,,
Player 279,12100,16,,,,,
Player 284,10250,19,,,,,
Player 287,10450,15,,,,,
Player 291,10300,12,,,,,
Player 300,10000,18,,,,,
Player 302,10700,18,,,,,
Player 309,10950,15,,,,,
Player 314,10100,17,,,,,
Player 319,10150,15,,,,,
Player 323,11850,22,,,,,
Player 330,11400,19,,,,,
Player 334,10250,20,,,,,
Player 336,11700,19,,,,,
Player 345,10800,20,,,,,
Player 350,11450,20,,,,,
Player 353,10150,16,,,,,
Player 356,10450,13,,,,,
Player 363,10500,14,,,,,
Player 368,13000,21,,,,,
Player 375,10600,14,,,,,
Player 379,10200,16,,,,,
Player 385,10350,19,,,,,
Player 389,10150,21,,,,,
Player 392,10950,18,,,,,
Player 399,10400,18,,,,,
Player 404,10200,24,,,,,
Player 407,10250,20,,,,,
Player 415,10400,12,,,,,
Player 418,13250,17,,,,,
Player 425,10050,19,,,,,
Player 429,10000,13,,,,,
Player 434,12250,21,,,,,
Player 440,10100,9,,,,,
Player 445,10750,20,,,,,
Player 449,10000,12,,,,,
Player 454,10450,17,,,,,
Player 458,10800,19,,,,,
Player 465,11150,21,,,,,
Player 470,10750,18,,,,,
Player 475,11750,15,,,,,
Player 478,10450,14,,,,,
Player 485,11200,16,,,,,
Player 489,11900,21,,,,,
Player 492,10150,17,,,,,
Player 499,10850,19,,,,,
Player 503,10100,13,,,,,
Player 509,10750,15,,,,,
Player 511,11000,14,,,,,
Player 520,11000,16,,,,,
Player 523,10050,18,,,,,
Player 528,10550,16,,,,,
Player 532,10050,21,,,,,
Player 538,11100,12,,,,,
Player 544,10100,13,,,,,
Player 550,10750,19,,,,,
Player 554,10650,22,,,,,
Player 559,10400,20,,,,,
Player 563,10150,18,,,,,
Player 568,10400,14,,,,,
Player 572,11900,21,,,,,
Player 577,10100,20,,,,,
Player 584,11600,20,,,,,
Player 590,10950,12,,,,,
Player 593,10850,11,,,,,
Player 598,10050,16,,,,,
Player 602,10450,17,,,,,
Player 606,11200,17,,,,,
Player 614,10700,18,,,,,
Player 616,10600,18,,,,,
Player 622,10200,18,,,,,
Player 628,11850,18,,,,,
Player 633,10500,13,,,,,
Player 640,10400,19,,,,,
Player 645,10300,9,,,,,
Player 647,10400,12,,,,,
Player 653,10500,17,,,,,
Player 656,10450,18,,,,,
Player 665,11250,17,,,,,
Player 669,10850,19,,,,,
Player 671,10450,23,,,,,
Player 676,10750,26,,,,,
Player 681,10000,18,,,,,
Player 688,10150,17,,,,,
Player 692,10250,14,,,,,
Player 699,11500,10,,,,,
Player 701,10100,21,,,,,
Player 708,10300,13,,,,,
Player 711,10100,30,,,,,
Player 718,10150,19,,,,,
Player 725,11250,19,,,,,
Player 729,10650,20,,,,,
Player 732,10550,12,,,,,
Player 739,10950,14,,,,,
Player 745,10050,19,,,,,
Player 747,10150,19,,,,,
Player 755,10450,16,,,,,
Player 759,10900,17,,,,,
Player 761,10100,11,,,,,
Player 767,10000,9,,,,,
Player 771,10500,17,,,,,
Player 778,11450,15,,,,,
Player 783,10450,20,,,,,
Player 789,11250,15,,,,,
Player 795,12150,21,,,,,
Player 799,11500,19,,,,,
Player 3,10100,15,,,,,
Player 6,10500,13,,,,,
Player 15,10300,15,,,,,
Player 20,11000,20,,,,,
Player 23,10350,11,,,,,
Player 29,12150,13,,,,,
Player 34,10300,13,,,,,
Player 37,10150,14,,,,,
Player 44,10200,16,,,,,
Player 50,10250,20,,,,,
Player 54,10850,9,,,,,
Player 57,10800,13,,,,,
Player 65,11750,17,,,,,
Player 66,11600,16,,,,,
Player 75,10250,13,,,,,
Player 77,10100,11,,,,,
Player 85,11750,15,,,,,
Player 87,11450,18,,,,,
Player 92,12500,20,,,,,
Player 99,12050,16,,,,,
Player 103,14250,23,,,,,
Player 108,10350,9,,,,,
Player 113,10200,18,,,,,
Player 119,10050,12,,,,,
Player 123,11100,12,,,,,
Player 127,11750,20,,,,,
Player 133,11150,20,,,,,
Player 136,10300,16,,,,,
Player 143,10350,14,,,,,
Player 149,10950,18,,,,,
Player 152,11150,19,,,,,
Player 156,11100,16,,,,,
Player 165,10650,18,,,,,
Player 166,11600,19,,,,,
Player 171,10100,12,,,,,
Player 179,10100,24,,,,,
Player 185,11800,12,,,,,
Player 189,10050,21,,,,,
Player 193,10000,19,,,,,
Player 197,10300,15,,,,,
Player 203,10100,18,,,,,
Player 207,11450,17,,,,,
Player 211,11200,13,,,,,
Player 216,11350,16,,,,,
Player 223,10050,20,,,,,
Player 228,10100,14,,,,,
Player 233,10150,10,,,,,
Player 237,10350,13,,,,,
Player 243,10800,20,,,,,
Player 246,10700,16,,,,,
Player 254,11100,21,,,,,
Player 260,11750,14,,,,,
Player 263,10300,23,,,,,
Player 268,10950,13,,,,,
Player 275,10450,15,,,,,
Player 280,11250,14,,,,,
Player 281,10100,19,,,,,
Player 289,13150,22,,,,,
Player 293,10050,24,,,,,
Player 300,12350,8,,,,,
Player 305,10050,16,,,,,
Player 310,11150,13,,,,,
Player 312,11400,17,,,,,
Player 318,10200,18,,,,,
Player 321,11350,20,,,,,
Player 330,11700,18,,,,,
Player 334,10350,20,,,,,
Player 340,10400,22,,,,,
Player 345,10450,15,,,,,
Player 347,10650,12,,,,,
Player 352,10250,20,,,,,
Player 357,11350,18,,,,,
Player 363,10300,14,,,,,
Player 370,10400,16,,,,,
Player 373,10950,22,,,,,
Player 377,10650,12,,,,,
Player 381,10450,15,,,,,
Player 388,10050,17,,,,,
Player 395,10750,21,,,,,
Player 400,10400,20,,,,,
Player 403,10700,12,,,,,
Player 410,11750,17,,,,,
Player 411,11150,17,,,,,
Player 419,10050,10,,,,,
Player 425,10450,13,,,,,
Player 428,10100,14,,,,,
Player 435,10000,25,,,,,
Player 438,10650,17,,,,,
Player 441,11500,20,,,,,
Player 447,10200,22,,,,,
Player 453,10300,16,,,,,
Player 459,10150,13,,,,,
Player 464,10300,15,,,,,
Player 469,10500,17,,,,,
Player 474,11850,13,,,,,
Player 478,11250,13,,,,,
Player 481,10650,17,,,,,
Player 488,10050,20,,,,,
Player 493,10050,13,,,,,
Player 499,12050,13,,,,,
Player 503,10100,20,,,,,
Player 508,11600,12,,,,,
Player 515,11300,18,,,,,
Player 520,11100,11,,,,,
Player 525,10100,15,,,,,
Player 529,10000,15,,,,,
Player 532,10350,18,,,,,
Player 536,10500,12,,,,,
Player 542,10900,18,,,,,
Player 548,10700,8,,,,,
Player 552,10750,23,,,,,
Player 559,11000,18,,,,,
Player 562,13600,20,,,,,
Player 566,10050,18,,,,,
Player 571,11950,17,,,,,
Player 577,10000,15,,,,,
Player 583,10250,14,,,,,
Player 588,10200,21,,,,,
Player 592,11650,19,,,,,
Player 600,10900,12,,,,,
Player 605,10250,18,,,,,
Player 609,11900,15,,,,,
Player 614,10150,18,,,,,
Player 618,10550,16,,,,,
Player 624,11000,13,,,,,
Player 627,10000,16,,,,,
Player 634,10250,17,,,,,
Player 639,10200,13,,,,,
Player 645,10300,12,,,,,
Player 650,10200,19,,,,,
Player 654,11000,15,,,,,
Player 659,10500,17,,,,,
Player 662,10050,19,,,,,
Player 670,10150,18,,,,,
Player 673,12000,14,,,,,
Player 676,11350,16,,,,,
Player 684,10300,19,,,,,
Player 686,10000,15,,,,,
Player 691,10050,14,,,,,
Player 699,10950,19,,,,,
Player 705,11050,16,,,,,
Player 709,10800,19,,,,,
Player 713,10650,14,,,,,
Player 717,11400,15,,,,,
Player 725,10800,18,,,,,
Player 729,10800,24,,,,,
Player 732,12200,19,,,,,
Player 738,10250,15,,,,,
Player 742,10000,24,,,,,
Player 750,10000,13,,,,,
Player 755,10500,16,,,,,
Player 760,10800,16,,,,,
Player 763,10000,21,,,,,
Player 767,10150,12,,,,,
Player 771,10250,11,,,,,
Player 778,11000,18,,,,,
Player 785,11700,16,,,,,
Player 787,10100,21,,,,,
Player 794,11700,16,,,,,
Player 797,10850,12,,,,,
Player 3,10700,25,,,,,
Player 9,10700,17,,,,,
Player 14,10000,10,,,,,
Player 17,10400,17,,,,,
Player 25,10800,16,,,,,
Player 26,10150,16,,,,,
Player 31,10350,15,,,,,
Player 38,10250,18,,,,,
Player 42,13000,19,,,,,
Player 46,10750,15,,,,,
Player 53,10400,19,,,,,
Player 56,10400,16,,,,,
Player 63,10550,15,,,,,
